Season;FG;3P;FT;TRB;AST;STL;BLK;TOV;PF;PTS;Playoffs
2013-14;35.7;8.6;18.4;38.1;20.9;8.6;3.8;14.5;21.7;98.5;YES
2013-14;37.0;7.1;17.0;44.1;21.2;7.1;3.7;14.2;20.0;98.2;NO
2013-14;36.3;6.3;18.0;42.7;21.7;6.1;5.1;12.3;18.2;96.9;YES
2013-14;36.0;6.7;18.1;44.7;20.1;6.7;5.4;15.1;20.4;96.7;YES
2013-14;36.9;6.9;15.9;42.0;21.0;7.7;4.3;14.9;20.5;96.5;NO
2013-14;36.5;7.0;16.2;42.5;21.0;7.1;4.2;15.4;21.3;96.2;NO
2013-14;38.1;4.9;15.1;42.4;21.9;7.7;4.6;13.7;19.1;96.1;YES
2013-14;36.0;6.7;16.8;41.1;21.5;6.6;4.9;15.1;20.9;95.5;NO
2013-14;36.0;6.6;16.4;41.2;20.3;7.0;4.5;14.6;20.7;95.0;NO
2013-14;34.7;6.2;18.1;44.1;22.7;7.2;5.2;14.9;19.1;93.7;YES
2012-13;40.7;6.4;18.4;45.0;24.4;9.3;6.5;15.3;20.5;106.1;YES
2012-13;38.1;10.6;19.2;43.4;23.2;8.3;4.4;16.4;20.3;106.0;YES
2012-13;38.1;7.3;22.2;43.6;21.4;8.3;7.6;15.3;20.2;105.7;YES
2012-13;39.1;8.1;16.6;41.3;25.1;8.5;5.4;14.7;17.4;103.0;YES
2012-13;38.4;8.7;17.4;38.6;23.0;8.7;5.4;13.9;18.7;102.9;YES
2012-13;37.1;8.7;19.3;44.8;22.2;7.0;5.2;15.0;17.9;102.2;YES
2012-13;38.2;8.0;16.8;45.0;22.5;6.9;4.2;15.1;21.4;101.2;YES
2012-13;38.5;7.6;16.4;41.6;23.9;9.6;5.6;14.6;20.9;101.1;YES
2012-13;38.8;7.4;16.1;41.9;23.2;7.9;5.5;14.0;20.7;101.1;NO
2012-13;37.6;7.4;17.5;40.6;20.8;8.2;4.2;14.6;20.9;100.2;NO
2012-13;36.5;10.9;16.0;40.6;19.3;8.2;3.6;12.0;20.1;100.0;YES
2012-13;38.1;7.3;15.3;44.0;22.9;8.4;6.7;14.1;19.0;98.9;YES
2012-13;37.1;6.2;17.5;42.0;22.7;8.4;6.3;14.8;21.3;98.0;NO
2012-13;37.6;8.6;14.1;40.9;24.5;8.1;4.5;14.9;18.0;98.0;YES
2012-13;36.7;8.2;15.9;40.8;21.8;6.6;4.3;14.7;18.5;97.5;NO
2012-13;36.3;7.0;17.6;40.2;21.5;7.3;4.8;13.7;22.4;97.2;NO
2012-13;35.9;7.7;17.5;42.8;20.3;7.3;4.8;14.7;18.3;96.9;YES
2012-13;37.0;6.1;16.3;39.3;22.8;8.2;4.5;14.6;21.2;96.5;YES
2012-13;36.5;6.7;16.8;41.0;20.7;7.9;4.1;14.0;21.2;96.5;NO
2012-13;35.9;5.5;18.5;42.0;22.4;8.5;4.7;14.8;18.4;95.7;NO
2012-13;37.3;5.9;14.7;41.6;22.6;8.0;5.3;15.6;20.6;95.2;NO
2012-13;36.3;6.3;15.9;42.1;21.2;7.0;4.9;15.1;19.8;94.9;NO
2012-13;35.1;6.9;17.6;45.9;20.3;7.2;6.3;15.1;20.0;94.7;YES
2012-13;36.0;6.5;15.5;41.6;21.0;6.3;5.4;14.5;20.4;94.1;NO
2012-13;37.7;6.2;12.5;42.7;22.8;6.4;4.4;14.5;19.4;94.1;NO
2012-13;36.1;4.7;16.5;42.7;20.9;8.6;5.3;14.0;20.2;93.4;YES
2012-13;34.4;5.7;18.9;40.3;19.4;7.2;5.8;14.1;19.0;93.4;NO
2012-13;37.3;6.3;12.2;41.3;22.8;7.4;4.7;13.0;18.4;93.2;NO
2012-13;35.7;5.4;16.4;43.2;23.0;7.2;5.1;14.3;19.7;93.2;YES
2012-13;35.5;6.6;15.6;43.2;21.6;7.3;4.6;15.1;20.5;93.2;NO
2011-12;39.0;6.6;19.6;43.1;24.0;8.2;5.0;15.4;19.7;104.1;YES
2011-12;39.6;8.4;16.2;43.0;23.2;7.4;4.4;13.6;17.3;103.7;YES
2011-12;37.3;7.2;21.3;43.7;18.5;7.5;8.2;16.3;20.5;103.1;YES
2011-12;38.2;4.1;19.1;44.2;21.8;8.3;5.8;14.2;21.8;99.7;YES
2011-12;37.9;6.6;16.6;42.5;23.5;8.3;5.1;14.1;19.3;99.0;NO
2011-12;37.7;6.2;17.1;42.9;19.3;8.5;4.9;14.4;19.5;98.8;NO
2011-12;37.1;5.6;18.8;41.6;20.0;8.9;5.4;15.2;19.4;98.5;YES
2011-12;37.8;6.7;16.0;41.7;22.5;6.5;5.5;14.1;18.7;98.4;NO
2011-12;37.7;7.2;15.4;42.2;21.3;7.5;4.8;14.5;20.4;98.1;NO
2011-12;35.7;7.2;19.4;43.7;19.5;6.6;4.4;15.2;18.4;97.9;NO
2011-12;37.7;7.9;14.4;39.2;22.3;8.0;5.5;13.9;21.4;97.8;NO
2011-12;35.8;7.8;18.3;41.7;20.1;9.4;4.2;16.0;21.1;97.8;YES
2011-12;35.7;5.9;20.4;43.9;18.6;7.9;5.4;14.0;21.7;97.7;YES
2011-12;37.0;7.8;15.8;41.6;21.0;8.4;4.8;13.3;21.2;97.5;YES
2011-12;36.8;5.5;18.2;46.2;22.5;5.9;5.3;15.1;16.8;97.3;YES
2011-12;36.4;7.2;17.2;40.7;20.4;8.0;4.9;14.2;19.0;97.2;NO
2011-12;36.8;7.5;15.5;41.2;22.4;8.1;4.6;14.0;17.8;96.6;YES
2011-12;37.4;6.3;15.2;46.7;23.1;6.9;5.9;14.0;17.3;96.3;YES
2011-12;36.3;7.5;15.6;42.8;20.9;8.6;5.1;14.0;18.6;95.8;YES
2011-12;36.7;4.2;17.3;42.0;19.5;9.6;5.2;14.5;19.9;95.0;YES
2011-12;34.5;10.2;15.1;42.5;20.0;6.8;4.2;14.9;17.7;94.2;YES
2011-12;36.6;5.2;15.3;41.7;19.1;8.0;6.3;15.3;21.3;93.6;NO
2011-12;37.4;5.3;13.5;43.2;22.0;8.0;5.2;11.2;17.5;93.6;YES
2011-12;34.3;7.7;16.9;40.3;19.9;7.5;3.9;15.1;19.2;93.1;NO
2011-12;34.3;6.7;17.8;42.3;19.8;7.1;4.0;15.4;20.0;93.0;NO
2011-12;35.5;5.5;15.4;38.8;23.6;7.5;5.5;14.8;19.9;91.8;YES
2011-12;34.7;4.8;16.6;40.3;18.7;7.0;4.2;15.7;19.6;90.9;NO
2011-12;34.4;5.5;16.4;42.0;20.9;6.5;4.9;15.2;23.2;90.7;NO
2011-12;34.8;3.9;16.0;41.1;20.7;7.4;4.8;15.5;20.1;89.6;NO
2011-12;33.2;4.0;16.5;39.0;20.1;6.0;5.5;14.5;18.9;87.0;NO
2010-11;38.4;8.1;22.7;42.0;22.1;7.4;4.3;14.1;21.0;107.5;YES
2010-11;38.3;9.3;20.6;40.5;21.4;7.6;5.8;13.7;21.3;106.5;YES
2010-11;38.7;8.3;20.3;42.8;23.8;7.1;4.5;13.5;20.0;105.9;NO
2010-11;39.3;8.5;18.0;40.2;23.7;6.6;4.4;14.3;20.3;105.0;NO
2010-11;37.4;5.9;24.1;42.8;20.4;8.0;5.9;14.1;22.4;104.8;YES
2010-11;38.4;8.4;18.5;41.9;22.4;7.3;4.5;13.4;19.0;103.7;YES
2010-11;39.6;8.4;15.7;40.5;22.5;9.0;5.0;14.6;22.0;103.4;NO
2010-11;37.0;6.7;21.5;42.1;20.0;6.6;5.2;13.9;20.4;102.1;YES
2010-11;38.1;6.4;18.8;44.0;22.0;7.3;5.1;13.1;19.0;101.5;YES
2010-11;37.7;7.2;18.5;44.4;20.1;7.2;5.1;17.0;22.3;101.1;NO
2010-11;37.4;7.9;17.5;41.4;23.8;6.8;4.3;14.0;19.2;100.2;YES
2010-11;39.0;3.8;18.1;41.0;20.6;9.4;5.4;14.0;20.8;99.9;YES
2010-11;36.6;7.1;19.4;43.5;19.6;7.1;5.6;15.4;21.7;99.8;YES
2010-11;37.4;5.3;19.4;39.5;23.4;7.7;5.9;14.3;22.7;99.4;NO
2010-11;38.2;5.2;17.7;43.9;20.4;7.4;4.8;16.1;22.0;99.4;NO
2010-11;36.0;9.4;17.7;43.2;20.0;6.7;4.7;14.9;20.0;99.2;YES
2010-11;38.3;4.2;18.2;40.3;21.9;7.1;4.3;14.7;22.0;99.1;NO
2010-11;38.1;5.4;17.4;41.8;22.7;7.6;4.3;13.0;19.4;99.0;YES
2010-11;36.8;6.3;18.9;42.1;22.1;7.1;4.9;16.4;21.1;98.6;NO
2010-11;37.1;6.2;18.2;44.2;22.3;7.2;5.7;14.2;20.0;98.6;YES
2010-11;37.2;4.8;18.2;41.3;19.4;8.1;6.1;15.3;22.6;97.3;NO
2010-11;37.3;5.8;16.7;38.6;21.1;7.3;4.0;13.0;19.9;97.0;NO
2010-11;36.9;5.0;17.8;38.8;23.4;8.2;4.2;14.6;20.5;96.5;YES
2010-11;36.0;6.3;18.0;39.3;21.2;8.0;4.4;13.0;19.3;96.3;YES
2010-11;35.2;6.2;18.9;40.3;21.0;6.6;4.2;14.2;20.1;95.5;NO
2010-11;36.2;6.1;16.4;39.3;22.0;6.1;4.2;13.6;19.0;95.0;YES
2010-11;35.9;5.4;17.7;40.1;20.6;7.6;4.4;13.0;21.0;94.9;YES
2010-11;35.6;5.6;17.4;40.8;21.0;5.6;4.7;14.0;22.0;94.2;NO
2010-11;35.0;4.8;18.4;40.1;21.1;6.4;5.3;14.5;20.0;93.3;NO
2010-11;34.3;5.9;17.4;40.8;18.8;7.5;4.9;13.5;20.5;91.9;NO
2009-10;40.7;8.9;19.9;43.0;23.3;5.8;5.1;14.8;20.9;110.2;YES
2009-10;40.6;7.7;19.9;38.4;22.4;9.3;4.1;14.7;23.0;108.8;NO
2009-10;38.1;6.6;23.6;41.4;21.0;8.3;5.1;13.9;22.5;106.5;YES
2009-10;39.4;5.4;20.2;42.2;26.7;8.2;4.9;15.2;22.7;104.2;YES
2009-10;39.0;6.3;19.7;40.4;22.0;5.7;4.7;13.4;22.2;104.1;NO
2009-10;36.6;10.3;19.2;43.2;19.7;6.2;5.6;14.1;19.9;102.8;YES
2009-10;39.3;4.2;19.7;43.5;18.8;7.9;4.9;15.2;20.2;102.5;NO
2009-10;37.7;7.9;19.0;42.0;21.8;7.1;3.9;14.5;20.9;102.4;NO
2009-10;37.8;7.3;19.1;42.5;22.4;6.9;5.2;13.9;19.4;102.1;YES
2009-10;38.1;9.1;16.8;40.4;21.6;7.1;3.7;14.0;20.0;102.1;NO
2009-10;38.3;6.8;18.6;41.7;23.4;7.6;5.5;12.9;19.1;102.0;YES
2009-10;38.3;6.5;18.5;44.3;21.1;7.5;4.9;13.4;19.4;101.7;YES
2009-10;38.8;6.4;17.7;41.7;21.8;7.2;5.0;12.0;19.9;101.7;YES
2009-10;37.4;5.1;21.7;43.5;20.0;8.0;5.9;15.0;21.3;101.5;YES
2009-10;38.4;6.8;17.8;42.8;22.3;6.3;4.6;13.6;20.4;101.4;YES
